,m,ncoeff,n,sparsity,seed,poly_seed,prob_type,mdf,maxscc,fobj,solveriter,optiter,time
345,10,0.5,15,1.0,8,6,2,False,0,[0.],0,4,0.7223411000013584
346,10,0.5,15,1.0,8,6,1,True,6,999,,,
347,10,0.5,15,1.0,8,6,1,False,6,[1.00964879],0,157,34.506133200004115
348,10,0.5,15,1.0,8,7,2,True,0,[0.],0,4,0.9111700999928871
349,10,0.5,15,1.0,8,7,2,False,0,[0.],0,4,0.9433744999987539
350,10,0.5,15,1.0,8,7,1,True,6,999,,,
351,10,0.5,15,1.0,8,7,1,False,6,[1.0093215],0,188,44.13286019999941
352,10,0.5,15,1.0,8,8,2,True,0,[0.],0,4,0.6019524000003003
353,10,0.5,15,1.0,8,8,2,False,0,[0.],0,4,0.6528447000018787
354,10,0.5,15,1.0,8,8,1,True,6,inf,402,2,67.5761799000029
355,10,0.5,15,1.0,8,8,1,False,6,[1.],0,185,34.897113200000604
356,10,0.5,15,1.0,8,9,2,True,0,[0.],0,4,0.5339040999970166
357,10,0.5,15,1.0,8,9,2,False,0,[0.],0,4,0.557691199996043
358,10,0.5,15,1.0,8,9,1,True,6,999,,,
359,10,0.5,15,1.0,8,9,1,False,6,[8.83848426e-08],0,96,19.276788200004376
360,10,0.5,15,1.0,9,0,2,True,0,[0.],0,4,0.6657649999979185
361,10,0.5,15,1.0,9,0,2,False,0,[0.],0,4,0.7241740999961621
362,10,0.5,15,1.0,9,0,1,True,7,999,,,
363,10,0.5,15,1.0,9,0,1,False,7,[580778.32740202],0,471,58.59590770000068
364,10,0.5,15,1.0,9,1,2,True,0,[0.],0,4,0.6723873000009917
365,10,0.5,15,1.0,9,1,2,False,0,[0.],0,4,0.7244892000016989
366,10,0.5,15,1.0,9,1,1,True,7,999,,,
367,10,0.5,15,1.0,9,1,1,False,7,[22.61271286],0,215,30.276079199997184
368,10,0.5,15,1.0,9,2,2,True,0,[0.],0,4,0.6045124000011128
369,10,0.5,15,1.0,9,2,2,False,0,[0.],0,4,0.7317975999976625
370,10,0.5,15,1.0,9,2,1,True,7,999,,,
371,10,0.5,15,1.0,9,2,1,False,7,[1.46416382],0,273,58.29655740000453
372,10,0.5,15,1.0,9,3,2,True,0,[0.],0,4,0.6391928999946686
373,10,0.5,15,1.0,9,3,2,False,0,[0.],0,4,0.7569168000045465
374,10,0.5,15,1.0,9,3,1,True,7,[61.54368546],400,13,79.07515270000295
375,10,0.5,15,1.0,9,3,1,False,7,[1.88117157],0,165,36.61034020000079
376,10,0.5,15,1.0,9,4,2,True,0,[0.],0,4,0.6066721999959555
377,10,0.5,15,1.0,9,4,2,False,0,[0.],0,4,0.7129810999977053
378,10,0.5,15,1.0,9,4,1,True,7,999,,,
379,10,0.5,15,1.0,9,4,1,False,7,[52085.03242963],0,347,57.62790880000102
380,10,0.5,15,1.0,9,5,2,True,0,[0.],0,4,0.889340000001539
381,10,0.5,15,1.0,9,5,2,False,0,[0.],0,4,0.9526851000046008
382,10,0.5,15,1.0,9,5,1,True,7,[3543.18854802],3607,69,753.916169600001
383,10,0.5,15,1.0,9,5,1,False,7,[2.01774848],0,295,59.99719719999848
384,10,0.5,15,1.0,9,6,2,True,0,[0.],0,4,0.6750797999993665
385,10,0.5,15,1.0,9,6,2,False,0,[0.],0,4,0.8060356999994838
386,10,0.5,15,1.0,9,6,1,True,7,999,,,
387,10,0.5,15,1.0,9,6,1,False,7,[0.44130596],0,267,59.98697460000403
388,10,0.5,15,1.0,9,7,2,True,0,[0.],0,4,0.7582689999981085
389,10,0.5,15,1.0,9,7,2,False,0,[0.],0,4,0.8417021000059322
390,10,0.5,15,1.0,9,7,1,True,7,999,,,
391,10,0.5,15,1.0,9,7,1,False,7,[65922.09041435],0,156,16.751083900002413
392,10,0.5,15,1.0,9,8,2,True,0,[0.],0,4,0.6926145999968867
393,10,0.5,15,1.0,9,8,2,False,0,[0.],0,4,0.7454280000019935
394,10,0.5,15,1.0,9,8,1,True,7,999,,,
395,10,0.5,15,1.0,9,8,1,False,7,[3359.27589546],0,252,25.998258999999962
396,10,0.5,15,1.0,9,9,2,True,0,[0.],0,4,0.7204586000007112
397,10,0.5,15,1.0,9,9,2,False,0,[0.],0,4,0.8367594000010286
398,10,0.5,15,1.0,9,9,1,True,7,999,,,
399,10,0.5,15,1.0,9,9,1,False,7,[5340.52537677],0,190,23.34410999999818
